,uid,Visibility,Wind speed (gust),Surface pressure,Orography,Temperature,Plant canopy surface water,Water equivalent of accumulated snow depth (deprecated),Snow cover,Snow depth,Percent frozen precipitation,Precipitation rate,Categorical snow,Categorical ice pellets,Categorical freezing rain,Categorical rain,Forecast surface roughness,Frictional velocity,Instantaneous surface sensible heat flux,Latent heat net flux,Ground heat flux,Vegetation Type,Convective available potential energy,Convective inhibition,Downward short-wave radiation flux,Downward long-wave radiation flux,Upward short-wave radiation flux,Upward long-wave radiation flux,Visible Beam Downward Solar Flux,Visible Diffuse Downward Solar Flux,Boundary layer height,Land-sea mask,Sea ice area fraction,Vegetation,unknown,Leaf Area Index,Cloud Forcing Net Solar Flux,Lightning
3057,vhqy,12200.0,2.041599988937378,100940.0,53.37025451660156,290.8049011230469,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.3483000099658966,0.18000000715255737,16.0,0.0,81.0,13.0,0.0,0.0,0.0,328.70001220703125,0.0,356.83587646484375,0.0,0.0,230.75120544433594,1.0,0.0,,,,,
3058,xvkb,17700.0,2.729099988937378,97880.0,351.4639892578125,284.2424011230469,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929,0.05000000074505806,-4.0,0.0,64.0,4.0,0.0,0.0,0.0,293.1000061035156,0.0,344.08587646484375,0.0,0.0,52.56370162963867,1.0,0.0,,,,,
3059,alyc,13000.0,4.125000953674316,100110.0,171.08900451660156,294.5345458984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5131999850273132,0.11999999731779099,-7.0,-1.0,37.0,14.0,250.0,-10.0,0.0,376.20001220703125,0.0,392.51995849609375,0.0,0.0,208.67861938476562,1.0,0.0,,,,,
3060,bkuj,13000.0,4.125000953674316,100110.0,171.08900451660156,294.5345458984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5131999850273132,0.11999999731779099,-7.0,-1.0,37.0,14.0,250.0,-10.0,0.0,376.20001220703125,0.0,392.51995849609375,0.0,0.0,208.67861938476562,1.0,0.0,,,,,
3061,cbsu,12200.0,8.375000953674316,101580.0,19.620254516601562,296.3470458984375,0.20000000298023224,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,1.0,0.5139999985694885,0.4099999964237213,-3.0,8.0,8.0,8.0,430.0,0.0,0.0,433.70001220703125,0.0,406.76995849609375,0.0,0.0,505.9286193847656,1.0,0.0,,,,,
3062,gwhz,13000.0,4.125000953674316,100110.0,171.08900451660156,294.5345458984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5131999850273132,0.11999999731779099,-7.0,-1.0,37.0,14.0,250.0,-10.0,0.0,376.20001220703125,0.0,392.51995849609375,0.0,0.0,208.67861938476562,1.0,0.0,,,,,
3063,jlqq,13000.0,4.125000953674316,100110.0,171.08900451660156,294.5345458984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5131999850273132,0.11999999731779099,-7.0,-1.0,37.0,14.0,250.0,-10.0,0.0,376.20001220703125,0.0,392.51995849609375,0.0,0.0,208.67861938476562,1.0,0.0,,,,,
3064,krpc,13000.0,4.125000953674316,100110.0,171.08900451660156,294.5345458984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5131999850273132,0.11999999731779099,-7.0,-1.0,37.0,14.0,250.0,-10.0,0.0,376.20001220703125,0.0,392.51995849609375,0.0,0.0,208.67861938476562,1.0,0.0,,,,,
3065,qxmp,13000.0,4.125000953674316,100110.0,171.08900451660156,294.5345458984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5131999850273132,0.11999999731779099,-7.0,-1.0,37.0,14.0,250.0,-10.0,0.0,376.20001220703125,0.0,392.51995849609375,0.0,0.0,208.67861938476562,1.0,0.0,,,,,
3066,xywd,13000.0,4.125000953674316,100110.0,171.08900451660156,294.5345458984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5131999850273132,0.11999999731779099,-7.0,-1.0,37.0,14.0,250.0,-10.0,0.0,376.20001220703125,0.0,392.51995849609375,0.0,0.0,208.67861938476562,1.0,0.0,,,,,
3067,zrzl,13000.0,4.125000953674316,100110.0,171.08900451660156,294.5345458984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5131999850273132,0.11999999731779099,-7.0,-1.0,37.0,14.0,250.0,-10.0,0.0,376.20001220703125,0.0,392.51995849609375,0.0,0.0,208.67861938476562,1.0,0.0,,,,,
3068,ammz,14000.0,5.550005912780762,97670.0,332.4952392578125,288.81182861328125,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6438999772071838,0.5899999737739563,50.0,10.0,48.0,13.0,0.0,0.0,30.399999618530273,369.1000061035156,4.0,394.61859130859375,0.0,30.399999618530273,751.603271484375,1.0,0.0,,,,,
3069,azza,12100.0,5.550005912780762,96290.0,454.6827392578125,287.06182861328125,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.10000000149011612,0.4399999976158142,39.0,10.0,47.0,7.0,0.0,0.0,77.4000015258789,298.79998779296875,10.125,384.99359130859375,316.0,36.70000076293945,687.103271484375,1.0,0.0,,,,,
3070,anjy,9400.0,9.778157234191895,99130.0,173.99525451660156,300.6783447265625,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,17.0,1730.0,-50.0,0.0,,,,,,178.1875,0.0,0.0,,,,,0.0
3071,bznu,9600.0,11.965657234191895,99120.0,173.99525451660156,299.8033447265625,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,,,,,,17.0,1990.0,-40.0,0.0,,,,,,185.75,0.0,0.0,,,,,0.0
3072,ixyw,9700.0,9.403157234191895,99140.0,173.99525451660156,300.3658447265625,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,,,,,,17.0,1130.0,-90.0,0.0,,,,,,125.75,0.0,0.0,,,,,0.0
3073,rgwe,9700.0,9.590657234191895,99120.0,173.99525451660156,300.6783447265625,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,,,,,,17.0,1670.0,-60.0,0.0,,,,,,130.625,0.0,0.0,,,,,0.0
3074,wcjw,20200.0,7.6531572341918945,76880.0,2370.214111328125,293.1783447265625,,0.0,0.0,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.0,1.0,,,,,,5.0,510.0,-60.0,0.0,,,,,,364.6875,1.0,0.0,,,,,0.0
3075,annu,16700.0,2.8452939987182617,101250.0,60.65150451660156,298.49029541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929,0.07999999821186066,-5.0,10.0,33.0,1.0,2070.0,-77.0,0.0,412.3999938964844,0.0,427.42578125,0.0,0.0,46.953094482421875,1.0,0.0,,,,,
3076,cnuz,15000.0,2.3452939987182617,100590.0,119.27650451660156,298.42779541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6079000234603882,0.05999999865889549,-3.0,0.0,28.0,5.0,2720.0,-51.0,0.0,414.20001220703125,0.0,422.80078125,0.0,0.0,75.89059448242188,1.0,0.0,,,,,
3077,cqmn,0.0,3.0952939987182617,98350.0,182.99525451660156,287.17779541015625,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.0,1.0,9.999999747378752e-05,0.05000000074505806,-2.0,0.0,0.0,17.0,0.0,0.0,0.0,392.6000061035156,0.0,378.05078125,0.0,0.0,33.703094482421875,0.0,0.0,,,,,
3078,czts,200.0,7.782793998718262,98030.0,182.99525451660156,285.92779541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,1.0,9.999999747378752e-05,0.25,-29.0,-50.0,0.0,17.0,1160.0,-37.0,0.0,382.3999938964844,0.0,371.30078125,0.0,0.0,32.703094482421875,0.0,0.0,,,,,
3079,dcud,14600.0,16.907794952392578,98180.0,182.99525451660156,287.61529541015625,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.0,1.0,9.999999747378752e-05,0.5299999713897705,-10.0,40.0,0.0,17.0,0.0,0.0,0.0,384.6000061035156,0.0,380.30078125,0.0,0.0,264.6405944824219,0.0,0.0,,,,,
3080,drbr,15000.0,2.3452939987182617,100590.0,119.27650451660156,298.42779541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6079000234603882,0.05999999865889549,-3.0,0.0,28.0,5.0,2720.0,-51.0,0.0,414.20001220703125,0.0,422.80078125,0.0,0.0,75.89059448242188,1.0,0.0,,,,,
3081,edbb,17500.0,2.0952939987182617,98930.0,235.02650451660156,296.99029541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.7825999855995178,0.03999999910593033,-2.0,0.0,35.0,4.0,1130.0,-75.0,0.0,398.79998779296875,0.0,410.17578125,0.0,0.0,117.82809448242188,1.0,0.0,,,,,
3082,fpda,16700.0,2.8452939987182617,101250.0,60.65150451660156,298.49029541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929,0.07999999821186066,-5.0,10.0,33.0,1.0,2070.0,-77.0,0.0,412.3999938964844,0.0,427.42578125,0.0,0.0,46.953094482421875,1.0,0.0,,,,,
3083,hlav,15000.0,2.3452939987182617,100590.0,119.27650451660156,298.42779541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6079000234603882,0.05999999865889549,-3.0,0.0,28.0,5.0,2720.0,-51.0,0.0,414.20001220703125,0.0,422.80078125,0.0,0.0,75.89059448242188,1.0,0.0,,,,,
3084,iijv,15000.0,2.3452939987182617,100590.0,119.27650451660156,298.42779541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6079000234603882,0.05999999865889549,-3.0,0.0,28.0,5.0,2720.0,-51.0,0.0,414.20001220703125,0.0,422.80078125,0.0,0.0,75.89059448242188,1.0,0.0,,,,,
3085,krqr,15000.0,2.3452939987182617,100590.0,119.27650451660156,298.42779541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6079000234603882,0.05999999865889549,-3.0,0.0,28.0,5.0,2720.0,-51.0,0.0,414.20001220703125,0.0,422.80078125,0.0,0.0,75.89059448242188,1.0,0.0,,,,,
3086,mzkw,15300.0,5.532793998718262,101680.0,33.37025451660156,297.49029541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.46209999918937683,0.12999999523162842,-4.0,0.0,45.0,14.0,730.0,-96.0,0.0,394.70001220703125,0.0,408.67578125,0.0,0.0,90.95309448242188,1.0,0.0,,,,,
3087,mzzc,16600.0,2.7827939987182617,101260.0,59.43275451660156,299.05279541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5541999936103821,0.07999999821186066,-4.0,10.0,22.0,5.0,2330.0,-70.0,0.0,427.29998779296875,0.0,426.05078125,0.0,0.0,52.328094482421875,1.0,0.0,,,,,
3088,nrmk,17500.0,3.2827939987182617,100710.0,90.99525451660156,298.49029541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.3937999904155731,0.10999999940395355,-8.0,10.0,35.0,14.0,1830.0,-39.0,0.0,407.5,0.0,414.05078125,0.0,0.0,79.45309448242188,1.0,0.0,,,,,
3089,nyib,15000.0,2.3452939987182617,100590.0,119.27650451660156,298.42779541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6079000234603882,0.05999999865889549,-3.0,0.0,28.0,5.0,2720.0,-51.0,0.0,414.20001220703125,0.0,422.80078125,0.0,0.0,75.89059448242188,1.0,0.0,,,,,
3090,obas,15000.0,2.3452939987182617,100590.0,119.27650451660156,298.42779541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6079000234603882,0.05999999865889549,-3.0,0.0,28.0,5.0,2720.0,-51.0,0.0,414.20001220703125,0.0,422.80078125,0.0,0.0,75.89059448242188,1.0,0.0,,,,,
3091,oeob,15500.0,5.470293998718262,102000.0,2.9327545166015625,298.55279541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.2831999957561493,0.2199999988079071,-13.0,20.0,43.0,14.0,1630.0,-61.0,0.0,405.3999938964844,0.0,414.42578125,0.0,0.0,93.32809448242188,1.0,0.0,,,,,
3092,otzl,15300.0,5.532793998718262,101680.0,33.37025451660156,297.49029541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.46209999918937683,0.12999999523162842,-4.0,0.0,45.0,14.0,730.0,-96.0,0.0,394.70001220703125,0.0,408.67578125,0.0,0.0,90.95309448242188,1.0,0.0,,,,,
3093,owzv,15000.0,2.3452939987182617,100590.0,119.27650451660156,298.42779541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6079000234603882,0.05999999865889549,-3.0,0.0,28.0,5.0,2720.0,-51.0,0.0,414.20001220703125,0.0,422.80078125,0.0,0.0,75.89059448242188,1.0,0.0,,,,,
3094,pnev,15000.0,2.3452939987182617,100590.0,119.27650451660156,298.42779541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6079000234603882,0.05999999865889549,-3.0,0.0,28.0,5.0,2720.0,-51.0,0.0,414.20001220703125,0.0,422.80078125,0.0,0.0,75.89059448242188,1.0,0.0,,,,,
3095,rbdl,17600.0,4.095293998718262,100110.0,144.02650451660156,298.11529541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.4571000039577484,0.18000000715255737,-15.0,10.0,34.0,14.0,1890.0,-34.0,0.0,403.1000061035156,0.0,412.05078125,0.0,0.0,64.26559448242188,1.0,0.0,,,,,
3096,rbji,16700.0,2.8452939987182617,101250.0,60.65150451660156,298.49029541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929,0.07999999821186066,-5.0,10.0,33.0,1.0,2070.0,-77.0,0.0,412.3999938964844,0.0,427.42578125,0.0,0.0,46.953094482421875,1.0,0.0,,,,,
3097,rpmo,15000.0,2.3452939987182617,100590.0,119.27650451660156,298.42779541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6079000234603882,0.05999999865889549,-3.0,0.0,28.0,5.0,2720.0,-51.0,0.0,414.20001220703125,0.0,422.80078125,0.0,0.0,75.89059448242188,1.0,0.0,,,,,
3098,rsdf,16700.0,2.8452939987182617,101250.0,60.65150451660156,298.49029541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929,0.07999999821186066,-5.0,10.0,33.0,1.0,2070.0,-77.0,0.0,412.3999938964844,0.0,427.42578125,0.0,0.0,46.953094482421875,1.0,0.0,,,,,
3099,rsrv,15000.0,2.3452939987182617,100590.0,119.27650451660156,298.42779541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6079000234603882,0.05999999865889549,-3.0,0.0,28.0,5.0,2720.0,-51.0,0.0,414.20001220703125,0.0,422.80078125,0.0,0.0,75.89059448242188,1.0,0.0,,,,,
3100,sfeh,15000.0,2.3452939987182617,100590.0,119.27650451660156,298.42779541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6079000234603882,0.05999999865889549,-3.0,0.0,28.0,5.0,2720.0,-51.0,0.0,414.20001220703125,0.0,422.80078125,0.0,0.0,75.89059448242188,1.0,0.0,,,,,
3101,skgv,7500.0,8.970293998718262,98500.0,182.99525451660156,288.42779541015625,0.0,0.0,0.0,0.0,0.0,0.000699999975040555,0.0,0.0,0.0,1.0,9.999999747378752e-05,0.33000001311302185,-13.0,20.0,0.0,17.0,0.0,0.0,0.0,384.0,0.0,384.55078125,0.0,0.0,401.4530944824219,0.0,0.0,,,,,
3102,stmj,19000.0,3.7827939987182617,100720.0,107.62025451660156,298.49029541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.7182999849319458,0.23999999463558197,-26.0,20.0,31.0,5.0,1890.0,-56.0,0.0,411.6000061035156,0.0,423.30078125,0.0,0.0,67.20309448242188,1.0,0.0,,,,,
3103,trmi,16700.0,2.8452939987182617,101250.0,60.65150451660156,298.49029541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929,0.07999999821186066,-5.0,10.0,33.0,1.0,2070.0,-77.0,0.0,412.3999938964844,0.0,427.42578125,0.0,0.0,46.953094482421875,1.0,0.0,,,,,
3104,uagf,17500.0,3.2827939987182617,100710.0,90.99525451660156,298.49029541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.3937999904155731,0.10999999940395355,-8.0,10.0,35.0,14.0,1830.0,-39.0,0.0,407.5,0.0,414.05078125,0.0,0.0,79.45309448242188,1.0,0.0,,,,,
3105,ukef,15000.0,2.3452939987182617,100590.0,119.27650451660156,298.42779541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6079000234603882,0.05999999865889549,-3.0,0.0,28.0,5.0,2720.0,-51.0,0.0,414.20001220703125,0.0,422.80078125,0.0,0.0,75.89059448242188,1.0,0.0,,,,,
3106,unsc,16700.0,2.8452939987182617,101250.0,60.65150451660156,298.49029541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929,0.07999999821186066,-5.0,10.0,33.0,1.0,2070.0,-77.0,0.0,412.3999938964844,0.0,427.42578125,0.0,0.0,46.953094482421875,1.0,0.0,,,,,
3107,vdna,15000.0,2.3452939987182617,100590.0,119.27650451660156,298.42779541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6079000234603882,0.05999999865889549,-3.0,0.0,28.0,5.0,2720.0,-51.0,0.0,414.20001220703125,0.0,422.80078125,0.0,0.0,75.89059448242188,1.0,0.0,,,,,
3108,wbcy,15300.0,5.532793998718262,101680.0,33.37025451660156,297.49029541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.46209999918937683,0.12999999523162842,-4.0,0.0,45.0,14.0,730.0,-96.0,0.0,394.70001220703125,0.0,408.67578125,0.0,0.0,90.95309448242188,1.0,0.0,,,,,
3109,wlvw,15000.0,2.3452939987182617,100590.0,119.27650451660156,298.42779541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6079000234603882,0.05999999865889549,-3.0,0.0,28.0,5.0,2720.0,-51.0,0.0,414.20001220703125,0.0,422.80078125,0.0,0.0,75.89059448242188,1.0,0.0,,,,,
3110,wmrs,18100.0,3.5327939987182617,101240.0,60.99525451660156,298.67779541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929,0.1599999964237213,-14.0,20.0,33.0,5.0,1960.0,-61.0,0.0,412.79998779296875,0.0,424.30078125,0.0,0.0,37.578094482421875,1.0,0.0,,,,,
3111,wnvi,16700.0,2.8452939987182617,101250.0,60.65150451660156,298.49029541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929,0.07999999821186066,-5.0,10.0,33.0,1.0,2070.0,-77.0,0.0,412.3999938964844,0.0,427.42578125,0.0,0.0,46.953094482421875,1.0,0.0,,,,,
3112,xrrm,16900.0,3.7202939987182617,99030.0,228.02650451660156,297.17779541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.7925999760627747,0.27000001072883606,-21.0,20.0,20.0,4.0,1300.0,-45.0,0.0,420.29998779296875,0.0,411.17578125,0.0,0.0,65.76559448242188,1.0,0.0,,,,,
3113,yepp,19000.0,3.7827939987182617,100720.0,107.62025451660156,298.49029541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.7182999849319458,0.23999999463558197,-26.0,20.0,31.0,5.0,1890.0,-56.0,0.0,411.6000061035156,0.0,423.30078125,0.0,0.0,67.20309448242188,1.0,0.0,,,,,
3114,yfnz,15000.0,2.3452939987182617,100590.0,119.27650451660156,298.42779541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6079000234603882,0.05999999865889549,-3.0,0.0,28.0,5.0,2720.0,-51.0,0.0,414.20001220703125,0.0,422.80078125,0.0,0.0,75.89059448242188,1.0,0.0,,,,,
3115,yios,16500.0,4.720293998718262,99980.0,147.77650451660156,296.36529541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.7114999890327454,0.25,-17.0,10.0,40.0,4.0,460.0,-177.0,0.0,384.0,0.0,406.67578125,0.0,0.0,88.20309448242188,1.0,0.0,,,,,
3116,zbzh,16700.0,2.8452939987182617,101250.0,60.65150451660156,298.49029541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929,0.07999999821186066,-5.0,10.0,33.0,1.0,2070.0,-77.0,0.0,412.3999938964844,0.0,427.42578125,0.0,0.0,46.953094482421875,1.0,0.0,,,,,
3117,zoxl,22400.0,2.5952939987182617,99400.0,193.71400451660156,297.05279541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6378999948501587,0.05000000074505806,-3.0,0.0,44.0,4.0,420.0,-138.0,0.0,389.20001220703125,0.0,410.42578125,0.0,0.0,370.7655944824219,1.0,0.0,,,,,
3118,zryo,15000.0,2.3452939987182617,100590.0,119.27650451660156,298.42779541015625,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6079000234603882,0.05999999865889549,-3.0,0.0,28.0,5.0,2720.0,-51.0,0.0,414.20001220703125,0.0,422.80078125,0.0,0.0,75.89059448242188,1.0,0.0,,,,,
3119,amuf,30700.0,5.510400295257568,100430.0,113.99525451660156,274.9830627441406,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.23999999463558197,-35.0,0.0,48.0,5.0,0.0,0.0,0.0,239.10000610351562,0.0,324.19671630859375,0.0,0.0,397.9803466796875,1.0,0.0,,,,,
3120,baoj,30400.0,5.447900295257568,100320.0,121.99525451660156,275.1705627441406,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.2863999903202057,0.23999999463558197,-34.0,0.0,48.0,9.0,0.0,0.0,0.0,238.8000030517578,0.0,325.19671630859375,0.0,0.0,400.6678466796875,1.0,0.0,,,,,
3121,bnnz,29300.0,3.6979005336761475,100740.0,85.49525451660156,274.4830627441406,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6245999932289124,0.03999999910593033,-4.0,0.0,72.0,5.0,0.0,0.0,0.0,237.5,0.0,321.69671630859375,0.0,0.0,410.5428466796875,1.0,0.0,,,,,
3122,bnvh,32300.0,10.010400772094727,100890.0,73.74525451660156,293.6705627441406,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,0.3100000023841858,146.0,380.0,0.0,17.0,0.0,0.0,0.0,246.1999969482422,0.0,421.69671630859375,0.0,0.0,599.1053466796875,0.0,0.0,,,,,
3123,bvkh,32300.0,5.510400295257568,100290.0,122.02650451660156,274.5455627441406,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.9776999950408936,0.1599999964237213,-24.0,0.0,57.0,13.0,0.0,0.0,0.0,238.0,0.0,322.19671630859375,0.0,0.0,298.7303466796875,1.0,0.0,,,,,
3124,ciud,32300.0,10.010400772094727,100890.0,73.74525451660156,293.6705627441406,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,0.3100000023841858,146.0,380.0,0.0,17.0,0.0,0.0,0.0,246.1999969482422,0.0,421.69671630859375,0.0,0.0,599.1053466796875,0.0,0.0,,,,,
3125,anei,19500.0,0.9790862798690796,98620.0,232.21400451660156,297.33270263671875,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.029999999329447746,-1.0,0.0,20.0,1.0,100.0,-800.0,46.79999923706055,365.79998779296875,5.25,443.302490234375,203.0,29.0,515.394775390625,1.0,0.0,,,,,
3126,cwfq,32700.0,5.510400295257568,100340.0,121.68275451660156,273.7330627441406,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5864999890327454,0.07000000029802322,-10.0,0.0,61.0,4.0,0.0,0.0,0.0,239.1999969482422,0.0,318.32171630859375,0.0,0.0,377.6053466796875,1.0,0.0,,,,,
3127,cjpx,26900.0,5.916586399078369,76960.0,2377.682861328125,285.39520263671875,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.07500000298023224,0.1899999976158142,-13.0,0.0,70.0,10.0,0.0,0.0,0.0,279.70001220703125,0.0,376.177490234375,0.0,0.0,551.019775390625,1.0,0.0,,,,,
3128,diye,30700.0,5.510400295257568,100430.0,113.99525451660156,274.9830627441406,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.23999999463558197,-35.0,0.0,48.0,5.0,0.0,0.0,0.0,239.10000610351562,0.0,324.19671630859375,0.0,0.0,397.9803466796875,1.0,0.0,,,,,
3129,eoxa,19300.0,8.166585922241211,97380.0,332.4952392578125,298.14520263671875,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6438999772071838,0.8500000238418579,24.0,0.0,90.0,13.0,0.0,0.0,1.0,365.79998779296875,0.125,447.927490234375,43.0,0.800000011920929,431.832275390625,1.0,0.0,,,,,
3130,dsun,32700.0,5.510400295257568,100340.0,121.68275451660156,273.7330627441406,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5864999890327454,0.07000000029802322,-10.0,0.0,61.0,4.0,0.0,0.0,0.0,239.1999969482422,0.0,318.32171630859375,0.0,0.0,377.6053466796875,1.0,0.0,,,,,
3131,iilt,52900.0,2.66658616065979,85090.0,1490.8702392578125,295.77020263671875,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.07500000298023224,0.05000000074505806,-6.0,0.0,80.0,10.0,0.0,0.0,0.0,326.0,0.0,433.927490234375,0.0,0.0,214.70729064941406,1.0,0.0,,,,,
3132,ejud,31400.0,3.6354005336761475,100640.0,91.77650451660156,275.2955627441406,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05000000074505806,-4.0,0.0,70.0,13.0,0.0,0.0,0.0,238.3000030517578,0.0,325.82171630859375,0.0,0.0,426.7928466796875,1.0,0.0,,,,,
3133,isvt,8100.0,1.0415862798690796,99520.0,158.18275451660156,287.64520263671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17990000545978546,0.07999999821186066,-1.0,0.0,20.0,12.0,110.0,0.0,0.0,365.20001220703125,0.0,388.177490234375,0.0,0.0,324.769775390625,1.0,0.0,,,,,
